date,Portfolio Return
2007-01-04,0.9352156956350188
2007-01-05,0.5138742141321773
2007-01-08,-1.305596266220188
2007-01-09,0.5277441943590498
2007-01-10,0.760277828626672
2007-01-11,-0.6752084399424763
2007-01-12,1.1628441848655835
2007-01-16,0.6452205767338448
2007-01-17,-0.9885796874875474
2007-01-18,1.2288441443835585
2007-01-19,-0.4310736802519677
2007-01-22,1.0279621006531925
2007-01-23,0.30933538736595434
2007-01-24,0.39090191645352323
2007-01-25,0.04679123231464022
2007-01-26,0.7808142337362867
2007-01-29,0.4054754576249753
2007-01-30,-1.3979951159159199
2007-01-31,0.2187549253961163
2007-02-01,1.0447050851515205
2007-02-02,1.0123529080963056
2007-02-05,0.025021248313576994
2007-02-06,0.9712059111300887
2007-02-07,0.37572064551644857
2007-02-08,-0.1101366861693398
2007-02-09,2.608852761873659
2007-02-12,-0.0579067345097648
2007-02-13,2.2082224764088276
2007-02-14,1.4375456889731455
2007-02-15,1.6419101133655478
2007-02-16,-1.0748415802827305
2007-02-20,0.14548040577833987
2007-02-21,0.30579013470760197
2007-02-22,-1.1261557557209834
2007-02-23,-2.652619806431995
2007-02-26,-0.10727026691081942
2007-02-27,2.8935789223320763
2007-02-28,0.6995168794879358
2007-03-01,-1.4138100398888764
2007-03-02,-0.576811697931896
2007-03-05,2.096815127949743
2007-03-06,1.9999524273156921
2007-03-07,-0.984741498407482
2007-03-08,-0.5633568045833459
2007-03-09,0.7599661242701572
2007-03-12,3.162414059811355
2007-03-13,-0.46291866704974094
2007-03-14,0.3741765002575681
2007-03-15,-1.4751667745752428
2007-03-16,-0.2052788913269077
2007-03-19,0.8553246251153519
2007-03-20,0.3649538966306576
2007-03-21,0.6525809621843659
2007-03-22,-0.49726867356119975
2007-03-23,-0.16023339473344445
2007-03-26,-0.1502868111259259
2007-03-27,1.377596374910608
2007-03-28,1.36527030329616
2007-03-29,0.012423739362208419
2007-03-30,-0.4931628274792166
2007-04-02,0.20555061573925615
2007-04-03,-0.09037684678141478
2007-04-04,-1.00594729353515
2007-04-05,0.53256729345869
2007-04-09,0.1352590767889139
2007-04-10,0.097615138588385
2007-04-11,1.5420547483045643
2007-04-12,-0.5084337366329872
2007-04-13,1.1405017206797916
2007-04-16,-0.6100953474779369
2007-04-17,0.38088373542481957
2007-04-18,-0.4164131550832195
2007-04-19,0.8758662587847519
2007-04-20,-1.5705219621156272
2007-04-23,-1.000798557352185
2007-04-24,0.8859270542762365
2007-04-25,-2.837828068443196
2007-04-26,-0.6305213758488535
2007-04-27,-3.7795422142491493
2007-04-30,-1.8866060772864124
2007-05-01,-2.3448777238074126
2007-05-02,1.3250330992067538
2007-05-03,-1.3805064536046752
2007-05-04,-0.3892572285012408
2007-05-07,1.9824136877439202
2007-05-08,0.8480303859088423
2007-05-09,-0.6720828289330538
2007-05-10,-0.16539467309574896
2007-05-11,-0.9557673189219607
2007-05-14,-1.1957103991944629
2007-05-15,1.176705455800502
2007-05-16,-0.8830209810746625
2007-05-17,1.6969671827358135
2007-05-18,0.5152269999921044
2007-05-21,0.692464157606345
2007-05-22,-0.7949598545233982
2007-05-23,0.5815743835624176
2007-05-24,0.3546117603059584
2007-05-25,2.412389453847237
2007-05-29,-0.27012225552218727
2007-05-30,-0.1103226247477962
2007-05-31,0.2011318642889638
2007-06-01,-0.9283953010446355
2007-06-04,-0.4831419478933241
2007-06-05,-1.295320258256476
2007-06-06,-0.5699205005969343
2007-06-07,0.3577221474532233
2007-06-08,1.0531020933014257
2007-06-11,-0.7288961821061908
2007-06-12,1.8901989306971823
2007-06-13,-0.055560543644315175
2007-06-14,1.9004940202407061
2007-06-15,0.6228090073646531
2007-06-18,1.7030058947195048
2007-06-19,-0.7916867304984887
2007-06-20,0.39957757432261154
2007-06-21,-0.6675071056691164
2007-06-22,-0.28779047330416363
2007-06-25,0.4730267120542231
2007-06-26,-0.803450134158683
2007-06-27,1.4496277822317971
2007-06-28,-0.6974883066933879
2007-06-29,-0.6144840278017427
2007-07-02,-0.24037618339715738
2007-07-03,1.4386448537183205
2007-07-05,-0.49168299727489373
2007-07-06,0.8537381010985934
2007-07-09,0.5272642467469635
2007-07-10,-0.09502248355404141
2007-07-11,0.27074154069732814
2007-07-12,-0.17850276594030046
2007-07-13,-0.018752089020464213
2007-07-16,0.9302285494371955
2007-07-17,0.9807114829926755
2007-07-18,1.7981894780244767
2007-07-19,0.2024797689361857
2007-07-20,-0.9870803683706741
2007-07-23,1.839785382525962
2007-07-24,-0.6113240996011515
2007-07-25,1.175984790740938
2007-07-26,0.9931445917365943
2007-07-27,0.7875288148527715
2007-07-30,1.806952123647707
2007-07-31,2.1168713699571717
2007-08-01,-1.1155198634743921
2007-08-02,2.0238462820949565
2007-08-03,0.6769081603108273
2007-08-06,2.6290495654323025
2007-08-07,-2.1017542843771015
2007-08-08,1.2962700020165552
2007-08-09,0.8030327133487368
2007-08-10,2.161981883752643
2007-08-13,2.3039573203018215
2007-08-14,-0.8111557589372119
2007-08-15,-1.759185686795006
2007-08-16,0.1676011321296489
2007-08-17,-0.4998484182377295
2007-08-20,-2.317764772629529
2007-08-21,-1.7408459079697947
2007-08-22,2.6171846506474727
2007-08-23,-0.4105551250510797
2007-08-24,0.12811102118024653
2007-08-27,-1.1544283501365293
2007-08-28,0.13390257744935863
2007-08-29,-0.3327397118193298
2007-08-30,0.574913471769738
2007-08-31,0.25485867267730944
2007-09-04,0.7154189589707594
2007-09-05,0.05636899846064969
2007-09-06,-0.9744214599750678
2007-09-07,1.1530696523312733
2007-09-10,1.124379167352745
2007-09-11,1.500690808157319
2007-09-12,0.2925616747468718
2007-09-13,1.3178389519852616
2007-09-14,-0.811769207397186
2007-09-17,-0.18863886774417737
2007-09-18,-0.15775198397590007
2007-09-19,-0.31030190540676417
2007-09-20,-0.35623777234882414
2007-09-21,2.329838332234324
2007-09-24,-1.0274886925560622
2007-09-25,0.46299638983933633
2007-09-26,-1.4930584561489368
2007-09-27,0.8108964689981188
2007-09-28,0.43191586929931525
2007-10-01,-0.5231832793385527
2007-10-02,-2.690197162626417
2007-10-03,-0.10333576526516453
2007-10-04,1.5949656623972253
2007-10-05,0.40756922374663773
2007-10-08,-0.6512249796818037
2007-10-09,0.17501521006032528
2007-10-10,0.8485806496669679
2007-10-11,1.5540657843334404
2007-10-12,-1.729656598487117
2007-10-15,0.7653663477451378
2007-10-16,1.3544376460384777
2007-10-17,1.8318409590836393
2007-10-18,1.7719292230233163
2007-10-19,-0.033802051256628496
2007-10-22,-1.584063411492782
2007-10-23,-0.11321513319004772
2007-10-24,-0.6667762774057141
2007-10-25,0.2431508556344375
2007-10-26,5.4764841570494465
2007-10-29,-0.13909243515834335
2007-10-30,0.10100909560441851
2007-10-31,-0.5986722568894276
2007-11-01,-1.9961207521319313
2007-11-02,6.024149369318295
2007-11-05,0.07944239833068034
2007-11-06,-0.7887321562266547
2007-11-07,-1.8430744201751104
2007-11-08,2.0637536004298935
2007-11-09,-1.4137255303387408
2007-11-12,2.0157967281905997
2007-11-13,1.5959830952042298
2007-11-14,-2.6955292383199203
2007-11-15,-2.182170932494391
2007-11-16,-1.2369609442185994
2007-11-19,-1.4216243723730606
2007-11-20,5.148451965990675
2007-11-21,4.790843254919572
2007-11-23,0.22611528216256005
2007-11-26,-0.8493457126077386
2007-11-27,-1.6656355956686666
2007-11-28,-1.6323842314772372
2007-11-29,2.079714228742149
2007-11-30,0.9243554811808319
2007-12-03,0.5971507229168591
2007-12-04,-1.2439731298433854
2007-12-05,-1.279744048785696
2007-12-06,-1.7784397540354657
2007-12-07,-3.077483151145146
2007-12-10,0.9114512132165253
2007-12-11,4.462189924468105
2007-12-12,3.6026824326921925
2007-12-13,1.3398034934040992
2007-12-14,0.4734923224553177
2007-12-17,1.0311849034327958
2007-12-18,-0.21969724975079186
2007-12-19,0.8131133746779451
2007-12-20,-1.1896998449099394
